,法院名称,上诉法院,级别
534,调兵山市人民法院,铁岭市中级人民法院,基层
535,开原市人民法院,铁岭市中级人民法院,基层
536,铁岭县人民法院,铁岭市中级人民法院,基层
537,西丰县人民法院,铁岭市中级人民法院,基层
538,昌图县人民法院,铁岭市中级人民法院,基层
539,双塔区人民法院,朝阳市中级人民法院,基层
540,龙城区人民法院,朝阳市中级人民法院,基层
541,北票市人民法院,朝阳市中级人民法院,基层
542,凌源市人民法院,朝阳市中级人民法院,基层
543,朝阳县人民法院,朝阳市中级人民法院,基层
544,建平县人民法院,朝阳市中级人民法院,基层
545,喀左县人民法院,朝阳市中级人民法院,基层
546,连山区人民法院,葫芦岛市中级人民法院,基层
547,龙港区人民法院,葫芦岛市中级人民法院,基层
548,南票区人民法院,葫芦岛市中级人民法院,基层
549,兴城市人民法院,葫芦岛市中级人民法院,基层
550,绥中县人民法院,葫芦岛市中级人民法院,基层
551,建昌县人民法院,葫芦岛市中级人民法院,基层
552,沈阳铁路运输人民法院,沈阳铁路中级人民法院,基层
553,锦州铁路运输人民法院,沈阳铁路中级人民法院,基层
554,大连铁路运输人民法院,沈阳铁路中级人民法院,基层
555,丹东铁路运输人民法院,沈阳铁路中级人民法院,基层
556,辽河人民法院,辽河中级人民法院,基层
557,南关区人民法院,长春市中级人民法院,基层
558,宽城区人民法院,长春市中级人民法院,基层
559,长春朝阳人民法院,长春市中级人民法院,基层
560,二道区人民法院,长春市中级人民法院,基层
561,绿园区人民法院,长春市中级人民法院,基层
562,双阳区人民法院,长春市中级人民法院,基层
563,九台区人民法院,长春市中级人民法院,基层
564,榆树市人民法院,长春市中级人民法院,基层
565,德惠市人民法院,长春市中级人民法院,基层
566,农安县人民法院,长春市中级人民法院,基层
567,长春经开区人民法院,长春市中级人民法院,基层
568,长春汽开区人民法院,长春市中级人民法院,基层
569,新区人民人民法院,长春市中级人民法院,基层
570,净月高新技术开发区人民人民法院,长春市中级人民法院,基层
571,吉林高新开发区人民法院,吉林市中级人民法院,基层
572,昌邑区人民法院,吉林市中级人民法院,基层
573,龙潭区人民法院,吉林市中级人民法院,基层
574,船营区人民法院,吉林市中级人民法院,基层
575,丰满区人民法院,吉林市中级人民法院,基层
576,蛟河市人民法院,吉林市中级人民法院,基层
577,桦甸市人民法院,吉林市中级人民法院,基层
578,舒兰市人民法院,吉林市中级人民法院,基层
579,磐石市人民法院,吉林市中级人民法院,基层
580,永吉县人民法院,吉林市中级人民法院,基层
581,四平铁西人民法院,四平市中级人民法院,基层
582,四平铁东人民法院,四平市中级人民法院,基层
583,公主岭市人民法院,四平市中级人民法院,基层
584,双辽市人民法院,四平市中级人民法院,基层
585,梨树县人民法院,四平市中级人民法院,基层
586,伊通县人民法院,四平市中级人民法院,基层
587,龙山区人民法院,辽源市中级人民法院,基层
588,西安区人民法院,辽源市中级人民法院,基层
589,东丰县人民法院,辽源市中级人民法院,基层
590,东辽县人民法院,辽源市中级人民法院,基层
591,东昌区人民法院,通化市中级人民法院,基层
592,二道江区人民法院,通化市中级人民法院,基层
593,梅河口市人民法院,通化市中级人民法院,基层
594,集安市人民法院,通化市中级人民法院,基层
595,通化县人民法院,通化市中级人民法院,基层
596,辉南县人民法院,通化市中级人民法院,基层
597,柳河县人民法院,通化市中级人民法院,基层
598,浑江区人民法院,白山市中级人民法院,基层
599,江源区人民法院,白山市中级人民法院,基层
600,临江市人民法院,白山市中级人民法院,基层
601,抚松县人民法院,白山市中级人民法院,基层
602,靖宇县人民法院,白山市中级人民法院,基层
603,长白县人民法院,白山市中级人民法院,基层
604,宁江区人民法院,松原市中级人民法院,基层
605,前郭尔罗斯县人民法院,松原市中级人民法院,基层
606,长岭县人民法院,松原市中级人民法院,基层
607,乾安县人民法院,松原市中级人民法院,基层
608,扶余县人民法院,松原市中级人民法院,基层
609,洮北区人民法院,白城市中级人民法院,基层
610,洮南市人民法院,白城市中级人民法院,基层
611,大安市人民法院,白城市中级人民法院,基层
612,镇赉县人民法院,白城市中级人民法院,基层
613,通榆县人民法院,白城市中级人民法院,基层
614,延吉市人民法院,延边中级人民法院,基层
615,图们市人民法院,延边中级人民法院,基层
616,敦化市人民法院,延边中级人民法院,基层
617,珲春市人民法院,延边中级人民法院,基层
618,龙井市人民法院,延边中级人民法院,基层
619,和龙市人民法院,延边中级人民法院,基层
620,汪清县人民法院,延边中级人民法院,基层
621,安图县人民法院,延边中级人民法院,基层
622,临江林区人民法院,长春林区中级人民法院,基层
623,红石林区人民法院,长春林区中级人民法院,基层
624,白石山林区人民法院,长春林区中级人民法院,基层
625,江源林区人民法院,长春林区中级人民法院,基层
626,抚松林区人民法院,长春林区中级人民法院,基层
627,汪清林区人民法院,延边林区中级人民法院,基层
628,和龙林区人民法院,延边林区中级人民法院,基层
629,白河林区人民法院,延边林区中级人民法院,基层
630,敦化林区人民法院,延边林区中级人民法院,基层
631,珲春林区人民法院,延边林区中级人民法院,基层
632,吉林铁路运输人民法院,长春铁路中级人民法院,基层
633,长春铁路人民法院,长春铁路中级人民法院,基层
634,通化铁路人民法院,长春铁路中级人民法院,基层
635,延边铁路人民法院,长春铁路中级人民法院,基层
636,白城铁路人民法院,长春铁路中级人民法院,基层
637,道里区人民法院,哈尔滨市中级人民法院,基层
638,南岗区人民法院,哈尔滨市中级人民法院,基层
639,道外区人民法院,哈尔滨市中级人民法院,基层
640,平房区人民法院,哈尔滨市中级人民法院,基层
641,松北区人民法院,哈尔滨市中级人民法院,基层
642,香坊区人民法院,哈尔滨市中级人民法院,基层
643,呼兰区人民法院,哈尔滨市中级人民法院,基层
644,阿城区人民法院,哈尔滨市中级人民法院,基层
645,尚志市人民法院,哈尔滨市中级人民法院,基层
646,双城市人民法院,哈尔滨市中级人民法院,基层
647,五常市人民法院,哈尔滨市中级人民法院,基层
648,依兰县人民法院,哈尔滨市中级人民法院,基层
649,方正县人民法院,哈尔滨市中级人民法院,基层
650,宾县人民法院,哈尔滨市中级人民法院,基层
651,巴彦县人民法院,哈尔滨市中级人民法院,基层
652,木兰县人民法院,哈尔滨市中级人民法院,基层
653,通河县人民法院,哈尔滨市中级人民法院,基层
654,延寿县人民法院,哈尔滨市中级人民法院,基层
655,龙沙区人民法院,齐齐哈尔市中级人民法院,基层
656,建华区人民法院,齐齐哈尔市中级人民法院,基层
657,铁锋区人民法院,齐齐哈尔市中级人民法院,基层
658,昂昂溪区人民法院,齐齐哈尔市中级人民法院,基层
659,富拉尔基区人民法院,齐齐哈尔市中级人民法院,基层
660,碾子山区人民法院,齐齐哈尔市中级人民法院,基层
661,梅里斯达斡尔族人民法院,齐齐哈尔市中级人民法院,基层
662,讷河市人民法院,齐齐哈尔市中级人民法院,基层
663,龙江县人民人民法院,齐齐哈尔市中级人民法院,基层
664,依安县人民法院,齐齐哈尔市中级人民法院,基层
665,泰来县人民法院,齐齐哈尔市中级人民法院,基层
666,甘南县人民法院,齐齐哈尔市中级人民法院,基层
667,富裕县人院,齐齐哈尔市中级人民法院,基层
668,克山县人民法院,齐齐哈尔市中级人民法院,基层
669,克东县人民法院,齐齐哈尔市中级人民法院,基层
670,拜泉县人民法院,齐齐哈尔市中级人民法院,基层
671,鸡冠区人民法院,鸡西市中级人民法院,基层
672,恒山区人民法院,鸡西市中级人民法院,基层
673,滴道区人民法院,鸡西市中级人民法院,基层
674,梨树区人民法院,鸡西市中级人民法院,基层
675,城子河区人民法院,鸡西市中级人民法院,基层
676,麻山区人民法院,鸡西市中级人民法院,基层
677,虎林市人民法院,鸡西市中级人民法院,基层
678,密山市人民法院,鸡西市中级人民法院,基层
679,鸡东县人民法院,鸡西市中级人民法院,基层
680,向阳区人民法院,鹤岗市中级人民法院,基层
681,工农区人民法院,鹤岗市中级人民法院,基层
682,南山区人民法院,鹤岗市中级人民法院,基层
683,兴安区人民法院,鹤岗市中级人民法院,基层
684,东山区人民法院,鹤岗市中级人民法院,基层
685,兴山区人民法院,鹤岗市中级人民法院,基层
686,萝北县人民法院,鹤岗市中级人民法院,基层
687,绥滨县人民法院,鹤岗市中级人民法院,基层
688,尖山区人民法院,双鸭山市中级人民法院,基层
689,岭东区人民法院,双鸭山市中级人民法院,基层
690,四方台区人民法院,双鸭山市中级人民法院,基层
691,双鸭山宝山人民法院,双鸭山市中级人民法院,基层
692,集贤县人民法院,双鸭山市中级人民法院,基层
693,友谊县人民法院,双鸭山市中级人民法院,基层
694,宝清县人民法院,双鸭山市中级人民法院,基层
695,饶河县人民法院,双鸭山市中级人民法院,基层
696,萨尔图区人民法院,大庆市中级人民法院,基层
697,龙凤区人民法院,大庆市中级人民法院,基层
698,红岗区人民法院,大庆市中级人民法院,基层
699,让胡路区人民法院,大庆市中级人民法院,基层
700,大同区人民法院,大庆市中级人民法院,基层
701,肇州县人民法院,大庆市中级人民法院,基层
702,肇源县人民法院,大庆市中级人民法院,基层
703,林甸县人民法院,大庆市中级人民法院,基层
704,杜尔伯特人民法院,大庆市中级人民法院,基层
705,大庆高新开发区人民法院,大庆市中级人民法院,基层
706,伊春区人民法院,伊春市中级人民法院,基层
707,南岔区人民法院,伊春市中级人民法院,基层
708,友好区人民法院,伊春市中级人民法院,基层
709,西林区人民法院,伊春市中级人民法院,基层
710,翠峦区人民法院,伊春市中级人民法院,基层
711,新青区人民法院,伊春市中级人民法院,基层
712,美溪区人民法院,伊春市中级人民法院,基层
